20.00,20.00
40.00,20.00
60.00,20.00
80.00,20.00
100.00,20.00
120.00,20.00
140.00,20.00
160.00,20.00
180.00,20.00
200.00,20.00
220.00,20.00
240.00,20.00
260.00,20.00
280.00,20.00
20.00,40.00
40.00,40.00
60.00,40.00
80.00,40.00
100.00,40.00
120.00,40.00
140.00,40.00
160.00,40.00
180.00,40.00
200.00,40.00
220.00,40.00
240.00,40.00
260.00,40.00
280.00,40.00
20.00,60.00
40.00,60.00
60.00,60.00
80.00,60.00
100.00,60.00
120.00,60.00
140.00,60.00
160.00,60.00
180.00,60.00
200.00,60.00
220.00,60.00
240.00,60.00
260.00,60.00
280.00,60.00
20.00,80.00
40.00,80.00
60.00,80.00
80.00,80.00
100.00,80.00
120.00,80.00
140.00,80.00
160.00,80.00
180.00,80.00
200.00,80.00
220.00,80.00
240.00,80.00
260.00,80.00
280.00,80.00
20.00,100.00
40.00,100.00
60.00,100.00
80.00,100.00
100.00,100.00
120.00,100.00
140.00,100.00
160.00,100.00
180.00,100.00
200.00,100.00
220.00,100.00
240.00,100.00
260.00,100.00
280.00,100.00
20.00,120.00
40.00,120.00
60.00,120.00
80.00,120.00
100.00,120.00
120.00,120.00
140.00,120.00
160.00,120.00
180.00,120.00
200.00,120.00
220.00,120.00
240.00,120.00
260.00,120.00
280.00,120.00
20.00,140.00
40.00,140.00
60.00,140.00
80.00,140.00
100.00,140.00
120.00,140.00
140.00,140.00
160.00,140.00
180.00,140.00
200.00,140.00
220.00,140.00
240.00,140.00
260.00,140.00
280.00,140.00
20.00,160.00
40.00,160.00
60.00,160.00
80.00,160.00
100.00,160.00
120.00,160.00
140.00,160.00
160.00,160.00
180.00,160.00
200.00,160.00
220.00,160.00
240.00,160.00
260.00,160.00
280.00,160.00
